,Type_id,Strain_id
1414,1,652
1415,1,654
1416,1,657
1417,1,659
1418,1,660
1419,1,665
1420,1,668
1421,1,674
1422,1,678
1423,1,679
1424,1,686
1425,1,691
1426,1,692
1427,1,693
1428,1,695
1429,1,699
1430,1,707
1431,1,719
1432,1,724
1433,1,730
1434,1,731
1435,1,740
1436,1,746
1437,1,747
1438,1,748
1439,1,753
1440,1,762
1441,1,764
1442,1,765
1443,1,766
1444,1,767
1445,1,768
1446,1,769
1447,1,770
1448,1,775
1449,1,778
1450,1,779
1451,1,780
1452,1,781
1453,1,782
1454,1,787
1455,1,788
1456,1,796
1457,1,799
1458,1,801
1459,1,803
1460,1,807
1461,1,809
1462,1,810
1463,1,811
1464,1,812
1465,1,817
1466,1,822
1467,1,825
1468,1,826
1469,1,829
1470,1,831
1471,1,833
1472,1,846
1473,1,848
1474,1,850
1475,1,851
1476,1,859
1477,1,860
1478,1,862
1479,1,869
1480,1,870
1481,1,871
1482,1,872
1483,1,874
1484,1,875
1485,1,876
1486,1,877
1487,1,880
1488,1,881
1489,1,882
1490,1,886
1491,1,895
1492,1,900
1493,1,901
1494,1,903
1495,1,905
1496,1,907
1497,1,908
1498,1,909
1499,1,911
1500,1,913
1501,1,914
1502,1,915
1503,1,916
1504,1,918
1505,1,921
1506,1,923
1507,1,924
1508,1,926
1509,1,927
1510,1,930
1511,1,935
1512,1,944
1513,1,950
1514,1,953
1515,1,954
1516,1,956
1517,1,957
1518,1,962
1519,1,963
1520,1,964
1521,1,965
1522,1,970
1523,1,971
1524,1,977
1525,1,978
1526,1,980
1527,1,981
1528,1,983
1529,1,985
1530,1,991
1531,1,994
1532,1,995
1533,1,996
1534,1,1000
1535,1,1007
1536,1,1034
1537,1,1038
1538,1,1040
1539,1,1041
1540,1,1046
1541,1,1047
1542,1,1053
1543,1,1059
1544,1,1061
1545,1,1062
1546,1,1068
1547,1,1075
1548,1,1076
1549,1,1077
1550,1,1079
1551,1,1082
1552,1,1085
1553,1,1093
1554,1,1095
1555,1,1122
1556,1,1125
1557,1,1126
1558,1,1130
1559,1,1139
1560,1,1141
1561,1,1142
1562,1,1148
1563,1,1149
1564,1,1153
1565,1,1156
1566,1,1162
1567,1,1165
1568,1,1169
1569,1,1170
1570,1,1172
1571,1,1178
1572,1,1188
1573,1,1190
1574,1,1192
1575,1,1193
1576,1,1196
1577,1,1197
1578,1,1200
1579,1,1201
1580,1,1202
1581,1,1204
1582,1,1210
1583,1,1213
1584,1,1216
1585,1,1218
1586,1,1222
1587,1,1223
1588,1,1237
1589,1,1238
1590,1,1241
1591,1,1247
1592,1,1249
1593,1,1290
1594,1,1292
1595,1,1294
1596,1,1295
1597,1,1299
1598,1,1308
1599,1,1313
1600,1,1317
1601,1,1320
1602,1,1322
1603,1,1323
1604,1,1326
1605,1,1327
1606,1,1328
1607,1,1339
1608,1,1345
1609,1,1347
1610,1,1353
1611,1,1356
1612,1,1357
1613,1,1358
1614,1,1359
1615,1,1360
1616,1,1364
1617,1,1365
1618,1,1375
1619,1,1376
1620,1,1388
1621,1,1389
1622,1,1392
1623,1,1393
1624,1,1401
1625,1,1405
1626,1,1410
1627,1,1411
1628,1,1412
1629,1,1414
1630,1,1415
1631,1,1425
1632,1,1426
1633,1,1427
1634,1,1429
1635,1,1434
1636,1,1437
1637,1,1440
1638,1,1441
1639,1,1450
1640,1,1453
1641,1,1454
1642,1,1457
1643,1,1458
1644,1,1459
1645,1,1460
1646,1,1461
1647,1,1462
1648,1,1467
1649,1,1468
1650,1,1470
1651,1,1471
1652,1,1473
1653,1,1474
1654,1,1477
1655,1,1479
1656,1,1481
1657,1,1482
1658,1,1484
1659,1,1488
1660,1,1492
1661,1,1495
1662,1,1496
1663,1,1505
1664,1,1507
1665,1,1510
1666,1,1519
1667,1,1522
1668,1,1534
1669,1,1536
1670,1,1541
1671,1,1546
1672,1,1550
1673,1,1551
1674,1,1553
1675,1,1554
1676,1,1556
1677,1,1557
1678,1,1558
1679,1,1563
1680,1,1564
1681,1,1565
1682,1,1566
1683,1,1571
1684,1,1574
1685,1,1575
1686,1,1576
1687,1,1578
1688,1,1579
1689,1,1581
1690,1,1582
1691,1,1583
1692,1,1587
1693,1,1609
1694,1,1610
1695,1,1611
1696,1,1613
1697,1,1621
1698,1,1623
1699,1,1625
1700,1,1629
1701,1,1630
1702,1,1631
1703,1,1634
1704,1,1635
1705,1,1637
1706,1,1640
1707,1,1641
1708,1,1642
1709,1,1644
1710,1,1646
1711,1,1647
1712,1,1653
1713,1,1654
1714,1,1656
1715,1,1657
1716,1,1658
1717,1,1659
1718,1,1660
1719,1,1663
1720,1,1668
1721,1,1669
1722,1,1670
1723,1,1671
1724,1,1672
1725,1,1673
1726,1,1675
1727,1,1677
1728,1,1678
1729,1,1681
1730,1,1684
1731,1,1686
1732,1,1689
1733,1,1694
1734,1,1697
1735,1,1698
1736,1,1699
1737,1,1700
1738,1,1702
1739,1,1703
1740,1,1704
1741,1,1705
1742,1,1707
1743,1,1709
1744,1,1710
1745,1,1711
1746,1,1714
1747,1,1720
1748,1,1721
1749,1,1726
1750,1,1728
1751,1,1731
1752,1,1738
1753,1,1740
1754,1,1741
1755,1,1746
1756,1,1748
1757,1,1749
1758,1,1752
1759,1,1754
1760,1,1758
1761,1,1759
1762,1,1764
1763,1,1765
1764,1,1773
1765,1,1774
1766,1,1781
1767,1,1783
1768,1,1787
1769,1,1788
1770,1,1789
1771,1,1790
1772,1,1791
1773,1,1793
1774,1,1795
1775,1,1798
1776,1,1802
1777,1,1812
1778,1,1817
1779,1,1819
1780,1,1825
1781,1,1835
1782,1,1838
1783,1,1840
1784,1,1841
1785,1,1845
1786,1,1848
1787,1,1850
1788,1,1855
1789,1,1857
1790,1,1871
1791,1,1874
1792,1,1878
1793,1,1881
1794,1,1888
1795,1,1889
1796,1,1898
1797,1,1902
1798,1,1904
1799,1,1905
1800,1,1906
1801,1,1911
1802,1,1917
1803,1,1920
1804,1,1924
1805,1,1925
1806,1,1952
1807,1,1962
1808,1,1964
1809,1,1965
1810,1,1971
1811,1,1973
1812,1,1977
1813,1,1980
1814,1,1984
1815,1,1985
1816,1,1986
1817,1,1988
1818,1,1990
1819,1,1995
1820,1,2004
1821,1,2009
1822,1,2010
1823,1,2019
1824,1,2022
1825,1,2023
1826,1,2031
1827,1,2039
1828,1,2041
1829,1,2043
1830,1,2045
1831,1,2049
1832,1,2054
1833,1,2061
1834,1,2063
1835,1,2070
1836,1,2072
1837,1,2074
1838,1,2082
1839,1,2086
1840,1,2087
1841,1,2090
1842,1,2100
1843,1,2101
1844,1,2108
1845,1,2122
1846,1,2132
1847,1,2137
1848,1,2142
1849,1,2143
1850,1,2144
1851,1,2146
1852,1,2149
1853,1,2161
1854,1,2166
1855,1,2167
1856,1,2174
1857,1,2175
1858,1,2178
1859,1,2180
1860,1,2187
1861,1,2191
1862,1,2197
1863,1,2198
1864,1,2199
1865,1,2201
1866,1,2208
1867,1,2209
1868,1,2211
1869,1,2213
1870,1,2216
1871,1,2220
1872,1,2224
1873,1,2235
1874,1,2241
1875,1,2242
1876,1,2252
1877,1,2253
1878,1,2257
1879,1,2258
1880,1,2259
1881,1,2261
1882,1,2263
1883,1,2264
1884,1,2265
1885,1,2267
1886,1,2273
1887,1,2277
1888,1,2278
1889,1,2286
1890,1,2287
1891,1,2293
1892,1,2295
1893,1,2305
1894,1,2306
1895,1,2313
1896,1,2317
1897,1,2319
1898,1,2321
1899,1,2323
1900,1,2329
1901,1,2332
1902,1,2333
1903,1,2336
1904,1,2337
1905,1,2338
1906,1,2340
1907,1,2347
1908,1,2348
1909,1,2349
1910,1,2350
1911,2,2
1912,2,8
1913,2,27
1914,2,30
1915,2,32
1916,2,35
1917,2,53
1918,2,54
1919,2,61
1920,2,63
1921,2,64
1922,2,68
1923,2,74
1924,2,83
1925,2,87
1926,2,89
1927,2,93
1928,2,94
1929,2,95
1930,2,105
1931,2,106
1932,2,107
1933,2,119
1934,2,123
1935,2,128
1936,2,129
1937,2,133
1938,2,135
1939,2,141
1940,2,171
1941,2,176
1942,2,177
1943,2,183
1944,2,186
1945,2,194
1946,2,208
1947,2,215
1948,2,227
1949,2,247
1950,2,251
1951,2,253
1952,2,259
1953,2,268
1954,2,272
1955,2,283
1956,2,302
1957,2,307
1958,2,316
1959,2,332
1960,2,336
1961,2,359
1962,2,371
1963,2,375
1964,2,401
1965,2,405
1966,2,412
1967,2,420
1968,2,421
1969,2,423
1970,2,439
1971,2,440
1972,2,442
1973,2,443
1974,2,447
1975,2,459
1976,2,461
1977,2,463
1978,2,466
1979,2,468
1980,2,470
1981,2,471
