,Type_id,Strain_id
1982,2,475
1983,2,487
1984,2,526
1985,2,528
1986,2,535
1987,2,536
1988,2,538
1989,2,550
1990,2,551
1991,2,554
1992,2,557
1993,2,566
1994,2,567
1995,2,575
1996,2,589
1997,2,593
1998,2,604
1999,2,620
2000,2,624
2001,2,629
2002,2,631
2003,2,653
2004,2,656
2005,2,658
2006,2,667
2007,2,672
2008,2,675
2009,2,684
2010,2,688
2011,2,696
2012,2,700
2013,2,706
2014,2,713
2015,2,717
2016,2,718
2017,2,721
2018,2,722
2019,2,723
2020,2,733
2021,2,738
2022,2,739
2023,2,755
2024,2,756
2025,2,757
2026,2,759
2027,2,761
2028,2,771
2029,2,772
2030,2,789
2031,2,792
2032,2,794
2033,2,798
2034,2,815
2035,2,820
2036,2,827
2037,2,845
2038,2,861
2039,2,885
2040,2,887
2041,2,896
2042,2,898
2043,2,899
2044,2,906
2045,2,931
2046,2,933
2047,2,937
2048,2,939
2049,2,941
2050,2,942
2051,2,946
2052,2,948
2053,2,951
2054,2,987
2055,2,989
2056,2,990
2057,2,997
2058,2,998
2059,2,1001
2060,2,1002
2061,2,1004
2062,2,1005
2063,2,1006
2064,2,1008
2065,2,1010
2066,2,1014
2067,2,1015
2068,2,1016
2069,2,1017
2070,2,1019
2071,2,1020
2072,2,1027
2073,2,1032
2074,2,1036
2075,2,1042
2076,2,1051
2077,2,1056
2078,2,1064
2079,2,1078
2080,2,1080
2081,2,1087
2082,2,1088
2083,2,1089
2084,2,1091
2085,2,1096
2086,2,1100
2087,2,1102
2088,2,1103
2089,2,1105
2090,2,1106
2091,2,1107
2092,2,1109
2093,2,1112
2094,2,1114
2095,2,1115
2096,2,1116
2097,2,1117
2098,2,1118
2099,2,1127
2100,2,1129
2101,2,1132
2102,2,1137
2103,2,1138
2104,2,1155
2105,2,1161
2106,2,1164
2107,2,1171
2108,2,1174
2109,2,1180
2110,2,1184
2111,2,1189
2112,2,1194
2113,2,1228
2114,2,1232
2115,2,1239
2116,2,1242
2117,2,1246
2118,2,1250
2119,2,1251
2120,2,1255
2121,2,1256
2122,2,1257
2123,2,1262
2124,2,1263
2125,2,1264
2126,2,1265
2127,2,1270
2128,2,1273
2129,2,1274
2130,2,1276
2131,2,1282
2132,2,1283
2133,2,1287
2134,2,1289
2135,2,1291
2136,2,1293
2137,2,1307
2138,2,1324
2139,2,1331
2140,2,1334
2141,2,1335
2142,2,1336
2143,2,1340
2144,2,1342
2145,2,1363
2146,2,1367
2147,2,1370
2148,2,1374
2149,2,1378
2150,2,1384
2151,2,1385
2152,2,1387
2153,2,1394
2154,2,1395
2155,2,1397
2156,2,1399
2157,2,1408
2158,2,1419
2159,2,1420
2160,2,1422
2161,2,1428
2162,2,1431
2163,2,1442
2164,2,1446
2165,2,1447
2166,2,1451
2167,2,1455
2168,2,1456
2169,2,1463
2170,2,1465
2171,2,1469
2172,2,1475
2173,2,1483
2174,2,1486
2175,2,1512
2176,2,1515
2177,2,1530
2178,2,1540
2179,2,1543
2180,2,1548
2181,2,1549
2182,2,1555
2183,2,1559
2184,2,1560
2185,2,1562
2186,2,1595
2187,2,1596
2188,2,1597
2189,2,1599
2190,2,1600
2191,2,1602
2192,2,1603
2193,2,1605
2194,2,1606
2195,2,1622
2196,2,1624
2197,2,1636
2198,2,1638
2199,2,1643
2200,2,1651
2201,2,1674
2202,2,1679
2203,2,1692
2204,2,1712
2205,2,1722
2206,2,1724
2207,2,1732
2208,2,1735
2209,2,1744
2210,2,1751
2211,2,1756
2212,2,1757
2213,2,1761
2214,2,1766
2215,2,1767
2216,2,1780
2217,2,1786
2218,2,1801
2219,2,1805
2220,2,1818
2221,2,1820
2222,2,1821
2223,2,1830
2224,2,1836
2225,2,1842
2226,2,1843
2227,2,1846
2228,2,1853
2229,2,1854
2230,2,1865
2231,2,1866
2232,2,1870
2233,2,1873
2234,2,1877
2235,2,1882
2236,2,1887
2237,2,1892
2238,2,1893
2239,2,1894
2240,2,1910
2241,2,1912
2242,2,1913
2243,2,1919
2244,2,1923
2245,2,1929
2246,2,1933
2247,2,1936
2248,2,1938
2249,2,1940
2250,2,1942
2251,2,1946
2252,2,1949
2253,2,1950
2254,2,1953
2255,2,1956
2256,2,1959
2257,2,1960
2258,2,1961
2259,2,1963
2260,2,1966
2261,2,1967
2262,2,1972
2263,2,1974
2264,2,1979
2265,2,1981
2266,2,1991
2267,2,1994
2268,2,1997
2269,2,1998
2270,2,2000
2271,2,2003
2272,2,2005
2273,2,2008
2274,2,2011
2275,2,2013
2276,2,2014
2277,2,2017
2278,2,2018
2279,2,2025
2280,2,2029
2281,2,2030
2282,2,2032
2283,2,2033
2284,2,2037
2285,2,2040
2286,2,2044
2287,2,2046
2288,2,2047
2289,2,2048
2290,2,2050
2291,2,2052
2292,2,2055
2293,2,2056
2294,2,2065
2295,2,2069
2296,2,2073
2297,2,2075
2298,2,2080
2299,2,2089
2300,2,2091
2301,2,2092
2302,2,2109
2303,2,2111
2304,2,2112
2305,2,2113
2306,2,2115
2307,2,2118
2308,2,2120
2309,2,2124
2310,2,2125
2311,2,2127
2312,2,2129
2313,2,2134
2314,2,2136
2315,2,2139
2316,2,2160
2317,2,2162
2318,2,2163
2319,2,2169
2320,2,2171
2321,2,2190
2322,2,2192
2323,2,2193
2324,2,2204
2325,2,2206
2326,2,2207
2327,2,2212
2328,2,2215
2329,2,2226
2330,2,2228
2331,2,2233
2332,2,2238
2333,2,2239
2334,2,2240
2335,2,2244
2336,2,2254
2337,2,2260
2338,2,2266
2339,2,2275
2340,2,2284
2341,2,2288
2342,2,2292
2343,2,2314
2344,2,2315
2345,2,2316
2346,2,2334
2347,2,2335
2348,2,2342
2349,2,2343
2350,2,2345
