0,124
0,136
0,390
0,468
0,478
0,519
0,575
0,629
0,650
0,656
0,686
0,732
0,1048
0,1088
0,1150
0,1167
0,1193
0,1230
0,1233
0,1324
0,1437
0,1812
0,1896
0,1898
0,1952
0,1973
0,2090
0,2213
1,82
1,92
1,120
1,121
1,122
1,670
1,847
1,865
1,1015
1,1129
1,1219
1,1338
1,1921
1,2146
1,2164
1,2261
2,3
2,180
2,898
2,1165
2,1251
2,1923
2,2040
2,2195
2,2316
3,17
3,18
3,74
3,92
3,96
3,97
3,104
3,111
3,122
3,128
3,148
3,153
3,158
3,171
3,179
3,188
3,189
3,190
3,191
3,192
3,194
3,204
3,219
3,221
3,222
3,223
3,224
3,226
3,232
3,236
3,239
3,243
3,244
3,245
3,246
3,249
3,250
3,251
3,252
3,253
3,254
3,255
3,256
3,257
3,258
3,259
3,264
3,268
3,270
3,271
3,276
3,279
3,280
3,282
3,283
3,284
3,285
3,286
3,288
3,289
3,290
3,297
3,298
3,301
3,304
3,305
3,306
3,309
3,311
3,312
3,313
3,314
3,315
3,320
3,322
3,324
3,325
3,328
3,330
3,332
3,333
3,338
3,339
3,340
3,341
3,343
3,344
3,345
3,346
3,347
3,348
3,349
3,350
3,353
3,354
3,356
3,368
3,375
3,376
3,393
3,395
3,396
3,399
3,406
3,407
3,417
3,422
3,430
3,445
3,452
3,499
3,500
3,501
3,502
3,504
3,507
3,508
3,509
3,511
3,512
3,513
3,515
3,518
3,529
3,577
3,585
3,590
3,591
3,597
3,617
3,618
3,622
3,623
3,625
3,634
3,636
3,637
3,645
3,676
3,689
3,699
3,702
3,703
3,707
3,724
3,728
3,729
3,752
3,754
3,756
3,764
3,769
3,787
3,792
3,815
3,819
3,820
3,823
3,828
3,829
3,844
3,849
3,857
3,863
3,867
3,869
3,870
3,874
3,876
3,881
3,884
3,900
3,901
3,905
3,909
3,911
3,916
3,918
3,919
3,922
3,924
3,929
3,930
3,973
3,977
3,980
3,985
3,996
3,1006
3,1017
3,1027
3,1038
3,1042
3,1057
3,1059
3,1061
3,1063
3,1064
3,1087
3,1108
3,1110
3,1119
3,1120
3,1127
3,1137
3,1139
3,1140
3,1141
3,1196
3,1201
3,1204
3,1213
3,1219
3,1220
3,1222
3,1227
3,1286
3,1290
3,1313
3,1314
3,1315
3,1333
3,1338
3,1348
3,1349
3,1351
3,1364
3,1368
3,1380
3,1383
3,1411
3,1412
3,1413
3,1424
3,1429
3,1435
3,1436
3,1457
3,1458
3,1461
3,1471
3,1479
3,1510
3,1548
3,1557
3,1559
3,1561
3,1580
3,1583
3,1602
3,1611
3,1617
3,1620
3,1621
3,1626
3,1634
3,1659
3,1663
3,1667
3,1668
3,1669
3,1671
3,1672
3,1678
3,1679
3,1682
3,1683
3,1688
3,1693
3,1694
3,1700
3,1704
3,1714
3,1716
3,1720
3,1721
3,1723
3,1728
3,1731
3,1748
3,1751
3,1752
3,1759
3,1760
3,1793
3,1808
3,1821
3,1822
3,1855
3,1856
3,1862
3,1881
3,1885
3,1936
3,1937
3,1941
3,1949
3,1964
3,1968
3,1971
3,1979
3,1983
3,1984
3,1993
3,1994
3,1995
3,2001
3,2003
3,2005
3,2007
3,2009
3,2011
3,2013
3,2015
3,2017
3,2060
3,2071
3,2072
3,2076
3,2084
3,2086
3,2089
3,2090
3,2121
3,2124
3,2138
3,2144
3,2151
3,2164
3,2168
3,2175
3,2177
3,2180
3,2205
3,2210
3,2216
3,2218
3,2222
3,2230
3,2232
3,2233
3,2241
3,2242
3,2253
3,2264
3,2266
3,2267
3,2281
3,2286
3,2292
3,2314
3,2324
3,2332
3,2347
3,2350
4,25
4,195
4,277
4,394
4,466
4,716
4,1141
4,2045
4,2330
5,65
5,74
5,90
5,93
5,97
5,125
5,134
5,148
5,188
5,191
5,192
5,204
5,207
5,244
5,249
5,254
5,257
5,259
5,268
5,269
5,270
5,273
5,275
5,276
5,277
5,278
5,279
5,280
5,282
5,284
5,285
5,287
5,288
5,289
5,291
5,293
5,295
5,296
5,297
5,298
5,300
5,301
5,308
5,309
5,310
5,311
5,312
5,313
5,315
5,316
5,318
5,320
5,322
5,324
5,326
5,327
5,330
5,331
5,332
5,334
5,335
5,337
5,338
5,339
5,340
5,341
5,342
5,343
5,344
5,345
5,346
5,347
5,348
5,349
5,350
5,352
5,353
5,356
5,396
5,398
5,399
5,416
5,597
5,614
5,622
5,625
5,636
5,643
5,683
5,699
5,709
5,769
5,777
5,821
5,824
5,825
5,843
5,857
5,874
5,881
5,900
5,901
5,905
5,977
5,997
5,1017
5,1058
5,1087
5,1108
5,1141
5,1153
5,1167
5,1204
5,1219
5,1251
5,1279
5,1313
5,1314
5,1382
5,1398
5,1402
5,1424
5,1429
5,1510
5,1635
5,1667
5,1668
5,1726
5,1740
5,1755
5,1786
5,1793
5,1821
5,1822
5,1835
5,1855
5,1885
5,1899
5,1934
5,1964
5,2023
5,2042
5,2067
5,2243
5,2263
6,185
6,410
6,464
6,595
6,596
6,764
6,773
6,778
6,912
6,1053
6,1200
6,1295
6,1347
6,1393
6,1609
6,1637
6,1640
6,1770
6,2247
7,25
7,66
7,79
7,108
7,162
7,171
7,182
7,194
7,195
7,201
7,214
7,221
7,275
7,277
7,287
7,334
7,394
7,466
7,476
7,477
7,479
7,480
7,520
7,521
7,528
7,573
7,600
7,619
7,627
7,649
7,716
7,777
7,903
7,913
7,926
7,940
7,961
7,1021
7,1046
7,1082
7,1141
7,1200
7,1209
7,1245
7,1256
7,1346
7,1443
7,1489
7,1542
7,1637
7,1675
7,1676
7,1739
7,1755
7,1806
7,1927
7,2004
7,2045
7,2073
7,2191
7,2210
7,2252
7,2268
7,2330
8,25
8,36
8,45
8,80
8,213
8,245
8,262
8,359
8,468
8,487
8,488
8,503
8,534
8,744
8,851
8,955
8,966
8,1058
8,1150
8,1223
8,1248
8,1251
8,1462
8,1499
8,1552
8,1558
8,1561
8,1631
8,1677
8,1733
8,1795
8,1866
8,1890
8,1900
8,1903
8,2150
8,2178
9,37
9,92
9,1193
9,1390
9,1410
9,2167
9,2199
10,0
10,3
10,4
10,7
10,14
10,19
10,21
10,24
10,44
10,47
10,55
10,57
